Plant_ID,Type,sci_name,Common_Name,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration,,
1331,Accepted Name,lyonia ligustrina var. ligustrina,maleberry,Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,"Mesic to wet acidic forests, forest edges, Sphagnum dominated peatlands, and swamps. Quite sparse in western and central New York.",Shrub,Perennial,,
1329,Accepted Name,lyonia mariana,staggerbush,Y,,8,N,Y,,,FAC,FAC,S4,G5,Vascular,,Shrub,Perennial,,
2532,Accepted Name,lysimachia quadrifolia,whorled loosestrife,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Acidic dry-mesic to mesic hardwood forests and forest edges. Sometimes it grows in more open sites but generally it is a forest herb.,Forb/herb,Perennial,,
1859,Accepted Name,maianthemum canadense,Canada mayflower,Y,,5,N,Y,,,FAC,FACU,S5,G5,Vascular,"Mesic hardwood, coniferous, and hardwood-coniferous forests; and hummocks in swamps. It does particularly well in cool northern forests where it can be the dominant herbaceous plant.",Forb/herb,Perennial,,
1849,Accepted Name,maianthemum racemosum ssp. racemosum,false Solomon’s seal,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic hardwood and hardwood-coniferous forests. Widespread and common in a variety of forest types but perhaps absent from the drier most acidic sites.,Forb/herb,Perennial,,
1912,Accepted Name,menispermum canadense,moonseed,Y,,6,N,Y,,,FACU,FAC,S5,G5,Vascular,"Floodplain forests and thickets, and rich forests over calcareous soils or bedrock. Most abundant on valley bottoms and lower slopes.","Vine, Subshrub",Perennial,,
2902,Accepted Name,micranthes virginiensis,early saxifrage,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,Wet to mesic to seasonally dry rock outcrops and ledges, and thin soils on bluffs and in forest openings. Generally associated with rocks and often in areas that are at least seasonally seepy.,Forb/herb,Perennial,
2262,Accepted Name,milium effusum var. cisatlanticum,millet grass,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,Rich cool northern hardwood forests often in calcareous soils.,Graminoid,Perennial,,
6854,Accepted Name,mitchella repens,partridge berry,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,Tsuga canadensis dominated forests with sparse herbaceous vegetation, other mesic forest types, and coastal oak forests in dry-mesic to mesic sandy soils.,Herbaceous,Perennial
1925,Accepted Name,morella caroliniensis,bayberry,Y,,7,N,Y,,,FAC,FAC,S4,G5,Vascular,"This species is found in a few, apparently very different, habitat types including upland maritime habitats, dunes, rich open to forested fens, and open habitats in sandy or thin acidic soils.",Shrub,Perennial,,
1919,Accepted Name,morus rubra,red mulberry,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,Fairly local and populations are often small. Rich dry to dry-mesic forests often on calcareous bedrock or soils. Not weedy like M. alba.,Tree,Perennial,,
2384,Accepted Name,muhlenbergia frondosa,smooth wire-stemmed muhly,Y,,4,N,Y,,,FAC,FACW,S5,G5,Vascular,,Graminoid,,,
2298,Accepted Name,muhlenbergia schreberi,nimble Will,Y,,0,N,Y,,,FAC,FAC,S5,G5,Vascular,"Lawns, various types of fields, roadsides, trails and dirt roads through forests, and disturbed sites.",Graminoid,,,
2294,Accepted Name,muhlenbergia sobolifera,rock muhly,Y,,8,N,Y,,,,,S5,G5,Vascular,Dry-mesic forested sites of a southern affinity often in rocky soils.,Graminoid,,,
6906,Accepted Name,myosotis verna,spring forget-me-not,Y,,5,N,Y,,,FAC,FACU,S5,,Vascular,"Dry thin forests, woodlands, rocky summits, rock outcrops, bluffs, and shale talus slopes in dry, thin, and disturbed soils.",Herbaceous,Biennial,,
2547,Accepted Name,myriopteris lanosa,"woolly lip fern, hairy lip fern",Y,,10,N,Y,Endangered-State,,,,S1,G5,Vascular,,Forb/herb,Perennial,,
276,Accepted Name,nabalus trifoliolatus,three-leaved rattlesnake root,Y,,6,N,Y,,,,,S5,G5,Vascular,"Forests, forests edges, and thickets. Growing into the alpine zone of New York's highest peaks.",Forb/herb,Perennial,,
6585,Accepted Name,oenothera biennis,common evening primrose,Y,,1,N,Y,,,FACU,FACU,S5,,Vascular,"Fields, pastures, thickets, gravel and sand bars in streams, roadsides, and disturbed soils. A native species of disturbed sites.",Herbaceous,Perennial,,
1281,Accepted Name,onoclea sensibilis,sensitive fern,Y,,2,N,Y,,,FACW,FACW,S5,G5,Vascular,"Wet forests, swamps, seepage areas, marshes, and wet fields. A somewhat weedy species that grows in a wide variety of at least seasonally wet habitats. In the northern and cooler parts of New York it is perhaps a little more restricted to rich seepage areas.",Fern,Perennial,,
653,Accepted Name,opuntia humifusa,eastern prickly pear,Y,,9,N,Y,,,,,S4,G5,Vascular,"Rocky summits and outcrops, woodlands, sandy maritime areas, and sandy thin fields. In rocky settings it usually occurs in medium sized patches and does not occur evenly spread out throughout a site, probably due to lack of habitat.","Shrub, Subshrub",Perennial,,
2052,Accepted Name,osmunda claytoniana,interrupted fern,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,"Swamps, wet and wet-mesic forests, edges of streams, and wet roadsides. Often in true wetlands but sometimes growing in more upland soils. It can be a little weedy. Sometimes with O. cinnamomea but also growing in drier and more disturbed habitats than the latter.",Forb/herb,Perennial,,
2053,Accepted Name,osmunda regalis var. spectabilis,royal fern,Y,,6,N,Y,,,OBL,OBL,S5,G5T5,Vascular,Swamps and stream edges it sometimes grows in inundated soils.,Forb/herb,Perennial,,
2051,Accepted Name,osmundastrum cinnamomeum var. cinnamomeum,cinnamon fern,Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,A variety of swamp types and wet woods. Mostly restricted to true swamps and sometimes forming very dense extensive patches.,Forb/herb,Perennial,,
6305,Accepted Name,ostrya virginiana,"hop hornbeam, ironwood",Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"An understory small tree it occurs in a variety of forested environments, woodlands, and rocky openings. It does best in thin forests and woodlands in rich dryish thin rocky soils and over calcareous bedrock. In these habitats it can become a dominant understory tree.",Tree,Perennial,,
7207,Accepted Name,oxalis dillenii,Dillenius’s yellow wood sorrel,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,,Herbaceous,,,
2056,Accepted Name,oxalis stricta,common yellow wood sorrel,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cultivated ground, fields, pastures, disturbed soils in forests, stream banks, gravel and sand bars in streams, roadsides, and disturbed soils. A weedy species of disturbed soils in open habitats.",Forb/herb,Perennial,,
144,Accepted Name,panax trifolius,dwarf ginseng,Y,,8,N,Y,,,,,S5,G5,Vascular,Mesic forests and banks of small streams.  In rich to somewhat poorer soils.,Forb/herb,Perennial,,
2398,Accepted Name,panicum capillare ssp. capillare,common witch grass,Y,,0,N,Y,,,FAC,FAC,S5,G5,Vascular,"Roadsides, disturbed soils, waste places, cultivated ground, and exposed gravel bars in streams.",Graminoid,Annual,,
2208,Accepted Name,panicum dichotomiflorum ssp. dichotomiflorum,smooth panic grass,Y,,1,N,Y,,,FACW,FACW,S5,G5T5,Vascular,"Roadsides, disturbed soils, waste places, successional fields, cultivated ground, and exposed gravel bars in streams.",Graminoid,Annual,,
6300,Accepted Name,parietaria pensylvanica,Pennsylvania pellitory,Y,,2,N,Y,,,FACU,FACU,S5,,Vascular,,Herbaceous,Annual,,
2894,Accepted Name,parnassia glauca,common grass-of-Parnassus,Y,,8,N,Y,,,OBL,OBL,S4,G5,Vascular,"Rich fens, calcareous rocky stream banks, and calcareous open to partly shaded seeps.",Forb/herb,Perennial,,
3120,Accepted Name,parthenocissus quinquefolia,Virginia creeper,Y,,4,N,Y,,,FACU,FACU,S5,G5,Vascular,"Mesic forests (particularly bottomland and young successional forests), forest edges, hedgerows, thickets, openings in forests, talus slopes, and rock outcrops.",Vine,Perennial,,
2177,Accepted Name,paspalum setaceum var. muhlenbergii,hurrah bead grass,Y,,1,N,Y,,,FACU,FACU,S5,,Vascular,"Successional fields, roadsides, and disturbed areas in sandy soil.",Graminoid,Perennial,,
2548,Accepted Name,pellaea atropurpurea,purple cliffbrake,Y,,9,N,Y,,,,,S4,G5,Vascular,"Cliffs, ledges, talus slopes, and boulders in very thin dry soils over calcareous rock.",Forb/herb,Perennial,,
2467,Accepted Name,persicaria lapathifolia,dock-leaved smartweed,Y,,1,N,Y,,,FACW,FACW,SNR,G5,Vascular,"Gravel and sand bars in streams, stream banks, floodplain thickets, disturbed sites, and waste places.",Forb/herb,Annual,,
2438,Accepted Name,persicaria pensylvanica,Pennsylvania smartweed,Y,,2,N,Y,,,FACW,FACW,S5,G5,Vascular,"Gravel and sand bars of streams, floodplain thickets, ditches, and wet disturbed sites.",Forb/herb,Annual,,
6353,Accepted Name,persicaria sagittata,arrow-leaved tearthumb,Y,,4,N,Y,,,OBL,OBL,S5,,Vascular,"Marshes, swamps, wet thickets, ditches, and wet disturbed sites.",Herbaceous,Perennial,,
2452,Accepted Name,persicaria setacea,bristly smartweed,Y,,10,N,Y,Endangered-State,,OBL,OBL,S1S2,G5T4,Vascular,,Herbaceous,Perennial,,
6361,Accepted Name,persicaria virginiana,jumpseed,Y,,5,N,Y,,,FAC,FAC,S5,,Vascular,"Mesic forests and forest edges, floodplain forests and thickets, stream edges often but not restricted to rich deep wet-mesic to mesic soils.",Herbaceous,Perennial,,
3030,Accepted Name,phegopteris hexagonoptera,broad beech fern,Y,,7,N,Y,,,FAC,FACU,S4S5,G5,Vascular,"Rich mesic to dry-mesic hardwood forests, edges of seeps, and edges of small streams. Generally but not restricted to mineral rich sites.",Forb/herb,Perennial,,
3069,Accepted Name,phryma leptostachya,lopseed,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic forests and forest edges in calcareous soils. Perhaps most common in floodplain forests.,Forb/herb,Perennial,,
2999,Accepted Name,physalis longifolia var. subglabrata,long-leaved ground cherry,Y,,0,N,Y,,,,,S4,G5,Vascular,,Forb/herb,Perennial,,
2072,Accepted Name,phytolacca americana var. americana,pokeweed,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Tree fall gaps in forests, thickets, roadsides, and disturbed soils in native and non-native sites.",Forb/herb,Perennial,,
2086,Accepted Name,pinus resinosa,red pine,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cultivated, planted in large plantations, and native. In central and western New York it occurs on steep south and west facing slopes and bluffs in dry rocky soils. In other parts of New York it occurs primarily on deep sandy soils or in pine barrens.",Tree,Perennial,,
6273,Accepted Name,pinus rigida,pitch pine,Y,,8,N,Y,,,FACU,FACU,S5,,Vascular,"Common in pine barrens on deep sandy soils with a frequent fire regime. Also on dry rocky soils or thin soils over bedrock on hilltops, bluffs, crests, and steep south and west facing slopes.",Tree,Perennial,,
2087,Accepted Name,pinus strobus,white pine,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Occurs in a wide variety of wet to dry habitats including mesic forests, dry rocky forests on slopes, successional fields and shrublands, lake edges, hummocks in swamps, rises in bogs, and elsewhere. Usually needing disturbances or openings to establish and therefore in many forests it is only a small component of the tree canopy. On lake edges and in areas regenerating from clearing or other disturbances it sometimes forms pure stands.",Tree,Perennial,,
2094,Accepted Name,plantago maritima var. juncoides,seaside plantain,Y,,8,N,Y,Threatened-State,,FACW,FACW,S2S3,G5T5,Vascular,Maritime salt marshes and coastal beaches.,Forb/herb,,,
2095,Accepted Name,plantago rugelii,Rugel’s plantain,Y,,0,N,Y,,,FACU,FAC,S5,G5,Vascular,"Fields, pastures, lawns, roadsides, and disturbed soils.",Forb/herb,Perennial,,
2018,Accepted Name,platanthera flava var. herbiola,northern tubercled orchid,Y,,3,N,Y,,,FACW,FACW,S4,G4T4Q,Vascular,,Forb/herb,Perennial,,
2010,Accepted Name,platanthera lacera,ragged fringed orchid,Y,,3,N,Y,,,FACW,FACW,S4,G5,Vascular,Wet fields and pastures and springy mucky herb dominated openings in swamps.,Forb/herb,Perennial,,
2102,Accepted Name,platanus occidentalis,eastern sycamore,Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,"Predominately a tree of riparian habitats including floodplain forests and thickets, edges of streams, and sand and gravel bars in streams. Occasionally isolated trees are found growing on lower to upper slopes away from streams.",Tree,Perennial,,
7020,Accepted Name,pluchea odorata,saltmarsh fleabane,Y,,7,N,Y,,,FACW,OBL,SNR,,Vascular,Salt marshes and fresh tidal marshes along the coast and Hudson River.,Herbaceous,Annual,,
2232,Accepted Name,poa cuspidata,early blue grass,Y,,10,N,Y,Endangered-State,,,,S1,G5,Vascular,,Graminoid,Perennial,,
1996,Accepted Name,pogonia ophioglossoides,rose pogonia,Y,,9,N,Y,,,OBL,OBL,S4,G5,Vascular,Peaty open wetlands including rich fens and acidic bogs. Perhaps more common in acidic bogs. It also grows adjacent to these habitats in disturbed upland soils including along abandoned railroad grades.,Forb/herb,Perennial,,
2421,Accepted Name,polygala sanguinea,blood milkwort,Y,,1,N,Y,,,FAC,FACU,S5,G5,Vascular,"Successional fields, forest edges and openings, thickets, and disturbed sites.",Forb/herb,Annual,,
2428,Accepted Name,polygala verticillata,whorled milkwort,Y,,4,N,Y,,,UPL,UPL,S5,G5T5?,Vascular,"Roadsides, disturbed sites, forest openings, and successional fields with thin or dry soils and moderate to sparse herbaceous cover.",Forb/herb,Annual,,
1816,Accepted Name,polygonatum biflorum var. biflorum,small Solomon’s seal,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"Mesic to dry hardwood forests, stream banks, alluvial thickets, woodlands, and edges of forests. Polygonatum biflorum sensu stricto usually occurs in drier, sandier or rockier habitats where P. pubescens does not occur.",Forb/herb,Perennial,,
7468,Accepted Name,polygonatum biflorum var. commutatum,large Solomon’s seal,Y,,5,N,,,,FACU,FACU,SNR,,Vascular,,,,,
1818,Accepted Name,polygonatum pubescens,hairy Solomon’s seal,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic rich to somewhat poorer hardwood forests and forested ledges.,Forb/herb,Perennial,,
2453,Accepted Name,polygonum erectum,erect knotweed,Y,,10,N,N,,,FACU,FACU,S2S3,G5,Vascular,,Forb/herb,Annual,,
2433,Accepted Name,polygonum ramosissimum ssp. prolificum,proliferous knotweed,Y,,1,N,Y,,,FAC,FAC,S4,G5T4T5,Vascular,,Forb/herb,Annual,,
2434,Accepted Name,polygonum ramosissimum ssp. ramosissimum,bushy knotweed,Y,,1,N,Y,,,FAC,FAC,S4,G5T5,Vascular,,Forb/herb,Annual,,
2480,Accepted Name,polypodium virginianum,"Virginian rock polypody, Virginian polypody",Y,,7,N,Y,,,,,S5,G5,Vascular,"Rims of cliffs, ledges, tops of boulders in forests, and talus slopes on thin mesic soil over rocks. Distinctions in habitat preferences between this and the very closely related P. appalachianum as well as the hybrid between the two (P. x incognitum) have not been detected.",Forb/herb,Perennial,,
1280,Accepted Name,polystichum acrostichoides,Christmas fern,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"A common mesic hardwood forest understory species in the parts of New York that have richer soils. In the more acidic as well as the more northern parts of New York, it becomes less common and more restricted to rich and rocky soils.",Fern,Perennial,,
2855,Accepted Name,populus deltoides ssp. deltoides,eastern cottonwood,Y,,2,N,Y,,,FAC,FAC,S5,G5,Vascular,"Floodplain and low forests, streamsides, gravel and sand bars in streams, ditches, swamps, and occasionally on upper and middle slopes of hardwood mesic forests.",Tree,Perennial,,
6408,Accepted Name,populus grandidentata,big-toothed aspen,Y,,4,N,Y,,,FACU,FACU,S5,,Vascular,"Successional forests, logged forests, burned forests, forest edges, openings in forests, successional fields, and roadsides.",Tree,Perennial,,
2851,Accepted Name,populus tremuloides,"trembling aspen, quaking aspen",Y,,3,N,Y,,,FAC,FACU,S5,G5,Vascular,"Successional forests, logged forests, burned forests, forest edges, openings in forests, successional fields, and roadsides.",Tree,Perennial,,
2640,Accepted Name,potentilla canadensis,dwarf cinquefoil,Y,,2,N,Y,,,,,S4,G5,Vascular,"Successional fields, forests, utility rights-of-way, disturbed soils, and roadsides in thin or sandy dry to dry-mesic soils.",Forb/herb,Perennial,,
2719,Accepted Name,potentilla norvegica,ternate-leaved cinquefoil,Y,,0,N,Y,,,FACU,FAC,SNR,G5TNR,Vascular,"Roadsides, disturbed sites, successional fields, forest edges, open rock outcrops, and openings in forests.",Herbaceous,Perennial,,
2643,Accepted Name,potentilla simplex,oldfield cinquefoil,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Successional fields, pastures, hayfields, roadsides, forests (primarily young successional), forests openings, edges of paths through forests, rocky summits, and rock outcrops.",Forb/herb,Perennial,,
2652,Accepted Name,prunus serotina var. serotina,wild black cherry,Y,,4,N,Y,,,FACU,FACU,S5,G5,Vascular,"Hardwood forests, forest edges, and hedge rows. A major forest tree in hardwood forests preferring rich mesic soils.","Tree, Shrub",Perennial,,
310,Accepted Name,pseudognaphalium obtusifolium,fragrant rabbit tobacco,Y,,2,N,Y,,,,,S5,G5,Vascular,"Successional fields, roadsides, edges of forests and woodlands, and disturbed ground. This species does well in thin soils. It appears to have decreased in abundance in parts of the state during the 1900's perhaps due to agricultural fields growing back to forests.",Forb/herb,Annual,,
2847,Accepted Name,ptelea trifoliata var. trifoliata,"hoptree, wafer ash",Y,,8,N,Y,Endangered-State,,FAC,FACU,S2,G5,Vascular,,Tree,Perennial,,
1231,Accepted Name,pteridium aquilinum ssp. latiusculum,eastern bracken fern,Y,,3,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Hardwood or pine forests, utility rights-of-way, fields, and thickets. Mostly in thin acidic soils and often associated with Vaccinium and Gaylussacia species.",Fern,Perennial,,
1766,Accepted Name,pycnanthemum clinopodioides,basil mountain mint,Y,,10,N,Y,Endangered-State,,,,S1,G2,Vascular,,Forb/herb,Perennial,,
1754,Accepted Name,pycnanthemum incanum var. incanum,hoary mountain mint,Y,,6,N,Y,,,,,S5,G5,Vascular,"Dry-mesic hardwood forests, woodlands, rocky summits, and edges of fields. Mostly a plant of dry partly shaded habitats. It is much more abundant in warmer and more southern parts of New York.",Forb/herb,Perennial,,
1773,Accepted Name,pycnanthemum torreyi,Torrey’s mountain mint,Y,,10,N,Y,Endangered-State,,,,S1,G2,Vascular,,Forb/herb,Perennial,,
6301,Accepted Name,quercus alba,white oak,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Dry to mesic forests. Tolerant of a wide variety of soil types it is lacking in the most xeric woodlands, in cool habitats, and in the richest deepest soils. Some forests were previously selectively logged for this species and perhaps as a result white oak is less frequent than it was formerly.",Tree,Perennial,,
1505,Accepted Name,quercus montana,chestnut oak,Y,,8,N,Y,,,UPL,UPL,S5,,Vascular,"Dry to dry-mesic acidic forests and woodlands. A good indicator of thin dry acidic soils it usually occurs on upper slopes, crests, ridges, and hill tops often with an understory of ericaceous shrubs including Kalmia latifolia, Vaccinium spp, and Gaylussacia baccata.",Tree,Perennial,,
1516,Accepted Name,quercus palustris,pin oak,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,Cultivated as well as native. It occurs primarily in small acidic swamps and forested depressions.,Tree,Perennial,,
1515,Accepted Name,quercus prinoides,dwarf chestnut oak,Y,,8,N,Y,,,UPL,FACU,S5,G5,Vascular,"Pine and other barrens, rocky summits, opening in woodlands, and utility rights-of way. Often on upper slopes, crests, and hilltops in dry acidic thin, sandy, or rocky soils. Occurs in very similar habitat to Q. ilicifolia but is less common and populations are often not very abundant.",Tree,Perennial,,
6303,Accepted Name,quercus rubra,northern red oak,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,The most widespread oak species in New York. Dry to mesic forests in a variety of soil types. It occurs in the coolest climates of any species of oak in New York as well as in warmer more southern forest types.,Tree,Perennial,,
2554,Accepted Name,ranunculus abortivus,"kidney-leaved buttercup, kidney-leaved crowfoot",Y,,6,N,Y,,,FACW,FAC,S5,,Vascular,"Rich mesic to dry-mesic forests, thickets, forested rock outcrops, cliffs, talus slopes, and edges of dirt roads and paths through forests.",Herbaceous,Perennial,,
2609,Accepted Name,ranunculus caricetorum,"northern swamp buttercup, northern swamp crowfoot",Y,,7,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Swamps, rich fens, marshes, wet thickets, and edges of lakes in inundated to saturated mucky soils.",Forb/herb,Perennial,,
2602,Accepted Name,ranunculus hispidus,"woodland buttercup, woodland crowfoot",Y,,7,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Dry-mesic to mesic forested slopes and summits, and thickets in thin rocky calcareous to circumneutral soils.",Forb/herb,Perennial,,
6280,Accepted Name,ranunculus sceleratus var. sceleratus,"cursed buttercup, cursed crowfoot",Y,,3,N,Y,,,OBL,OBL,SNR,,Vascular,"Ditches, wet waste places, disturbed sites, edges of streams and lakes, and wet forests.",Herbaceous,Annual,,
1351,Accepted Name,rhododendron groenlandicum,Labrador tea,Y,,9,N,Y,,,OBL,OBL,S4S5,,Vascular,"Bogs, wet peaty sub-alpine forest openings, and rocky high elevation sites.",Shrub,Perennial,,
1343,Accepted Name,rhododendron periclymenoides,pinxter flower,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,,Shrub,Perennial,,
1352,Accepted Name,rhododendron viscosum,swamp azalea,Y,,7,N,Y,,,FACW,FACW,S5,G5,Vascular,"Acidic swamps, swamp edges, and edges of ponds. Usually bordering small acidic ponds with various other tall shrubs including Clethra alnifolia, Vaccinium corymbosum, and Nemopanthus mucronatus. Most common in the more southern parts of New York and restricted or absent from the rest of the state.",Shrub,Perennial,,
68,Accepted Name,rhus copallinum var. copallinum,common winged sumac,Y,,7,N,Y,,,FACU,UPL,S5,G5,Vascular,"Exposed rocky ridges, burned over areas, thickets, and fields.  Soils often dry and sandy.","Tree, Shrub",Perennial,,
70,Accepted Name,rhus glabra,smooth sumac,Y,,3,N,Y,,,,,S5,G5,Vascular,"A pioneer species.  Similar habitat to R. typhina but perhaps a little less common.  Old fields, edges of fields, roadsides, shrubby thickets, stream banks, and edges of forests.","Tree, Shrub",Perennial,,
67,Accepted Name,rhus typhina,staghorn sumac,Y,,1,N,Y,,,,,S5,G5,Vascular,"A pioneer species.  Old  fields, edges of fields, roadsides, shrubby thickets, open stream banks, and edges of forests.",Tree,Perennial,,
2747,Accepted Name,rubus allegheniensis,common blackberry,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Forest edges, logged forests, thickets, dirt road sides, and disturbed soils in forests.",Shrub,Perennial,,
2757,Accepted Name,rubus flagellaris,northern dewberry,Y,,1,N,Y,,,FACU,FACU,S5,G5,Vascular,"Roadsides, edges of railroads, talus slopes, forest openings, open rocky summits, and bluffs.",Shrub,Perennial,,
2751,Accepted Name,rubus occidentalis,black raspberry,Y,,3,N,Y,,,,,S5,G5,Vascular,"Successional and disturbed forests, floodplain forests, forest edges, openings in forests, thickets, stream banks, and roadsides.",Shrub,Perennial,,
2759,Accepted Name,rubus odoratus,purple-flowering raspberry,Y,,7,N,Y,,,,,S5,G5,Vascular,"Forest edges, talus slopes, mesic rocky outcrops, disturbed soils in forests, and thickets. Generally in wet-mesic or sometimes mesic soils and often in at least partly shaded habitats.",Shrub,Perennial,,
2749,Accepted Name,rubus pensilvanicus,Pennsylvania blackberry,Y,,3,N,Y,,,FAC,FACU,S5,G5,Vascular,"Roadsides, forest edges, successional fields, and pastures.",Shrub,Perennial,,
2451,Accepted Name,rumex fueginus,American golden dock,Y,,1,N,Y,Endangered-State,,OBL,FACW,S1,G5T5,Vascular,,Herbaceous,Perennial,,
2476,Accepted Name,rumex triangulivalvis,white dock,Y,,4,N,Y,,,FACW,FAC,S5,G5T5,Vascular,,Forb/herb,Perennial,,
1545,Accepted Name,sabatia angularis,"rose pink, bitter bloom",Y,,6,N,Y,Endangered-State,,FAC,FAC,S1,G5,Vascular,,Forb/herb,Annual,,
2889,Accepted Name,salix discolor,pussy willow,Y,,3,N,Y,,,FACW,FACW,S5,G5,Vascular,"Swamps, rich fens, wet thickets, wet successional fields, roadsides, ditches, marshes, vernal pools, and edges of lakes and streams.","Tree, Shrub",Perennial,,
2886,Accepted Name,salix nigra,black willow,Y,,5,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of rivers and streams, wet thickets, marshes, low and floodplain forests, and edges of lakes.",Tree,Perennial,,
730,Accepted Name,sambucus nigra ssp. canadensis,common elderberry,Y,,4,N,Y,,,FAC,FACW,S5,G5T5?,Vascular,"Marshes, thickets, and stream banks. Mostly in non or only slightly shaded habitats and usually wet or seasonally flooded (sometimes mesic) soils.",Shrub,Perennial,,
6276,Accepted Name,sassafras albidum,sassafras,Y,,4,N,Y,,,FACU,FACU,S5,,Vascular,"Mesic to dry forests, edges of forests, woodlands, talus slopes, bluffs, sand dunes, dry stream banks, pastures, hedge rows, successional fields, and road banks. Often in sandy or gravely soils.",Tree,Perennial,,
2892,Accepted Name,saururus cernuus,lizard’s tail,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Shallow water at edges of slow moving streams, edges of lakes, wet areas in bottomland and riparian forests, swamps, and swamp openings. Sometimes forming large dense populations.",Forb/herb,Perennial,,
1127,Accepted Name,scirpus hattorianus,mosquito bulrush,Y,,1,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, fields, thickets, and roadside ditches. Most common in fields and disturbed sites. Does best in heavy or poorly drained soils that become seasonally saturated or slightly inundated including compacted soils of paths and dirt roads. More common in drier and more disturbed habitats than S. atrovirens.",Graminoid,Perennial,,
6835,Accepted Name,scrophularia marilandica,carpenter’s square,Y,,5,N,Y,,,FACU,FACU,S4,,Vascular,"Floodplain forests and thickets, banks of streams, gravel bars in streams, edges of dirt roads, and occasionally in mesic hardwood forests.",Herbaceous,Perennial,,
1765,Accepted Name,scutellaria elliptica var. elliptica,hairy skullcap,Y,,10,N,N,,,,,SX,G5,Vascular,,Forb/herb,Perennial,,
1729,Accepted Name,scutellaria serrata,showy skullcap,Y,,10,N,N,,,,,SX,G4G5,Vascular,,Forb/herb,Perennial,,
6257,Accepted Name,selaginella apoda,meadow spikemoss,Y,,6,N,Y,,,FACW,FACW,SNR,,Vascular,"Rich fens, seepages, wet utility rights-of-way, wet non-shaded thickets, and stream banks. Often where the adjacent herbaceous vegetation is thin.",Herbaceous,Perennial,,
6258,Accepted Name,selaginella rupestris,rock spikemoss,Y,,9,N,Y,,,,,S4,,Vascular,"Dry rock outcrops, ledges, and thin soil over bedrock.",Herbaceous,Perennial,,
2129,Accepted Name,setaria parviflora,knotroot foxtail,Y,,8,N,Y,,,FAC,FAC,SNR,G5,Vascular,,Graminoid,Perennial,,
6407,Accepted Name,sicyos angulatus,bur cucumber,Y,,5,N,Y,,,FACU,FACW,S5,,Vascular,"Bottomland forests and thickets, and pond margins. Occurs in deep rich mesic to wet-mesic forests. Similar habitat affinities to Echinocystis lobata.",Vine,Annual,,
774,Accepted Name,silene antirrhina,sleepy catchfly,Y,,3,N,Y,,,,,S5,G5,Vascular,"Rocky summits, outcrops, and slopes; thin talus slopes, woodlands, roadsides, railroad edges, and disturbed soils. Mostly a plant of native dry rocky open habitats although also found in more disturbed non-native habitats. In dry years plants senesce early.",Forb/herb,Annual,,
768,Accepted Name,silene caroliniana ssp. pensylvanica,wild pink,Y,,8,N,Y,Threatened-State,,,,S2,G5T4,Vascular,Edge of forests and open road margins.,Forb/herb,Perennial,,
763,Accepted Name,silene stellata,starry campion,Y,,8,N,Y,,,,,S5,G5,Vascular,Thin deciduous forests and woodlands often on rocky slopes with dry to dry-mesic calcareous or mineral rich soils. A thin delicate herb mostly occurring in small populations in understories of thin forests. The adjacent herbaceous layer is usually not tall or dense but quite diverse.,Forb/herb,Perennial,,
